,carpark_number,lot_type,lots_available,total_lots,update_datetime
0,SK38,C,384,654,2019-12-08T01:31:38
0,SK59,C,0,18,2019-12-08T01:31:38
0,W79,C,317,490,2019-12-08T01:30:55
0,W80,C,188,322,2019-12-08T01:30:55
0,W87,C,268,401,2019-12-08T01:30:28
0,W88,C,298,443,2019-12-08T01:30:28
0,W92,C,265,389,2019-12-08T01:29:57
0,SK94,C,178,520,2019-12-08T01:29:28
0,SD4,C,18,41,2019-12-08T01:31:52
0,PM12,C,97,169,2019-12-08T01:31:28
0,MP3M,C,188,230,2019-12-08T01:32:39
0,MP4M,C,301,302,2019-12-08T01:32:38
0,PM38,C,71,244,2019-12-08T01:31:58
0,EPL,C,0,18,2019-12-08T01:32:52
0,B86,C,81,160,2019-12-08T01:32:43
0,MP2M,C,145,576,2019-12-08T01:32:39
0,W15,C,111,137,2018-04-01T00:04:09
0,BE25,C,235,275,2019-12-08T01:32:23
0,BE33,C,72,269,2019-12-08T01:32:14
0,L1,C,21,178,2019-12-08T01:32:15
0,SE15,C,227,486,2019-12-08T01:32:29
0,SE17,C,281,436,2019-12-08T01:32:05
0,SE18,C,0,279,2019-12-08T01:32:31
0,SE19,C,117,558,2019-12-08T01:32:07
0,SE25,C,70,239,2019-12-08T01:32:05
0,SE26,C,114,214,2019-12-08T01:32:06
0,SE27,C,51,380,2019-12-08T01:32:11
0,SE28,C,150,186,2019-12-08T01:32:06
0,SE29,C,182,333,2019-12-08T01:32:15
0,SH2,C,145,173,2019-12-08T01:32:12
0,W43,C,96,323,2019-12-08T01:31:33
0,HG5,C,81,152,2019-12-08T01:32:25
0,W46,C,120,407,2019-12-08T01:31:39
0,TP68,C,18,20,2019-12-08T01:33:00
0,DUXM,C,0,1000,2019-12-08T01:28:40
0,TP49,C,150,296,2019-12-08T01:33:03
0,TP50,C,150,296,2019-12-08T01:33:04
0,SI1,C,126,326,2019-12-08T01:32:26
0,SI11,C,46,208,2019-12-08T01:32:37
0,SI12,C,58,168,2019-12-08T01:32:37
0,SIM1,C,244,315,2019-12-08T01:32:27
0,SIM2,C,201,306,2019-12-08T01:32:27
0,SIM3,C,168,236,2019-12-08T01:32:37
0,T34,C,23,284,2019-12-08T01:32:35
0,T35,C,95,630,2019-12-08T01:32:21
0,T4,C,56,290,2019-12-08T01:32:27
0,T75,C,47,231,2019-12-08T01:32:39
0,T80,C,136,348,2019-12-08T01:32:38
0,TM11,C,176,439,2019-12-08T01:32:21
0,TM12,C,134,346,2019-12-08T01:32:28
0,TM13,C,89,207,2019-12-08T01:32:21
0,TM14,C,103,361,2019-12-08T01:32:37
0,TM17,C,154,448,2019-12-08T01:32:40
0,TM18,C,57,306,2019-12-08T01:32:41
0,TM21,C,77,338,2019-12-08T01:32:31
0,TM22,C,90,345,2019-12-08T01:32:32
0,TM28,C,65,290,2019-12-08T01:32:19
0,TM29,C,154,272,2019-12-08T01:32:19
0,TM3,C,188,428,2019-12-08T01:32:42
0,TM30,C,144,408,2019-12-08T01:32:31
0,TM31,C,130,476,2019-12-08T01:32:28
0,TM32,C,199,460,2019-12-08T01:32:29
0,TM4,C,202,512,2019-12-08T01:32:36
0,TM49,C,78,197,2019-12-08T01:32:36
0,TM5,C,157,501,2019-12-08T01:32:36
0,PL23,C,162,446,2019-12-08T01:32:04
0,PL27,C,128,407,2019-12-08T01:32:05
0,PL34,C,276,277,2019-12-08T01:31:59
0,PL35,C,58,234,2019-12-08T01:32:00
0,PL37,C,52,286,2019-12-08T01:32:00
0,P34L,C,0,20,2019-12-08T01:31:59
0,P35L,C,10,10,2019-12-08T01:32:00
0,SI2,C,181,591,2019-12-08T01:32:27
0,SI4,C,102,460,2019-12-08T01:32:27
0,T32,C,162,645,2019-12-08T01:33:09
0,B28,C,228,342,2019-12-08T01:32:45
0,SIM5,C,160,260,2019-12-08T01:32:41
0,TWM1,C,534,776,2019-12-08T01:27:28
0,A52,C,89,150,2019-12-08T01:33:37
0,A53,C,657,870,2019-12-08T01:33:31
0,A54,C,586,743,2019-12-08T01:33:26
0,AM51,C,61,266,2019-12-08T01:33:26
0,B47,C,132,234,2019-12-08T01:32:26
0,B48,C,54,210,2019-12-08T01:32:27
0,J21,C,193,692,2019-12-08T01:32:48
0,SM9,C,6,26,2019-12-08T01:31:28
0,Q82,C,378,420,2018-08-13T06:36:53
0,HG2,C,34,242,2019-12-08T01:32:25
0,HG2B,C,48,323,2019-12-08T01:32:21
0,HG4,C,223,624,2019-12-08T01:32:16
0,GSM,C,39,200,2019-12-08T01:32:29
0,SK40,C,345,514,2019-12-08T01:32:03
0,SK41,C,207,392,2019-12-08T01:31:45
0,SK44,C,164,418,2019-12-08T01:31:01
0,SK48,C,248,471,2019-12-08T01:32:18
0,SK49,C,323,483,2019-12-08T01:31:55
0,SK50,C,262,471,2019-12-08T01:31:52
0,SK51,C,347,541,2019-12-08T01:32:01
0,KEM1,C,112,227,2019-12-08T01:32:58
0,BR8,C,10,127,2019-12-08T01:33:04
0,BR6,C,91,131,2019-12-08T01:33:17
0,BR10,C,3,59,2019-12-08T01:33:18
0,GSML,C,19,22,2019-12-08T01:32:29
0,CK53,C,504,918,2019-12-08T01:27:28
0,HG73,C,739,1052,2019-12-08T01:32:28
0,W106,C,541,709,2019-12-08T01:31:24
0,W104,C,558,696,2019-12-08T01:31:55
0,W105,C,59,126,2019-12-08T01:31:55
0,CK10,C,135,401,2019-12-08T01:27:51
0,CK9,C,10,45,2019-12-08T01:27:33
0,EC2,C,353,809,2019-12-08T01:32:43
0,EC3,C,36,46,2019-12-08T01:32:23
0,EC4,C,67,114,2019-12-08T01:32:23
0,ECM,C,314,407,2019-12-08T01:32:43
0,M33,C,45,125,2019-12-08T01:32:32
0,CK59,C,103,549,2019-12-08T01:27:56
0,CKM9,C,141,273,2019-12-08T01:27:44
0,W782,C,163,383,2019-12-08T01:30:32
0,SK5,C,324,668,2019-12-08T01:31:52
0,PL18,C,121,615,2019-12-08T01:32:09
0,PL21,C,350,615,2019-12-08T01:32:09
0,PL43,C,98,417,2019-12-08T01:31:56
0,PL59,C,128,669,2019-12-08T01:32:10
0,PL52,C,248,587,2019-12-08T01:32:12
0,PL65,C,89,466,2019-12-08T01:32:09
0,W12M,C,305,459,2019-12-08T01:31:01
0,W12L,C,10,10,2016-06-03T13:30:14
0,W93,C,318,447,2019-12-08T01:30:18
0,PM26,C,165,444,2019-12-08T01:32:51
0,BJ14,C,42,63,2019-12-08T01:27:41
0,BJ15,C,11,38,2019-12-08T01:27:32
0,BJ16,C,119,311,2019-12-08T01:27:47
0,BJ23,C,6,16,2019-12-08T01:27:52
0,BJ44,C,417,1002,2019-12-08T01:27:30
0,BJMP,C,49,60,2019-12-08T01:27:28
0,SG4,C,51,143,2019-12-08T01:33:23
0,Y12,C,214,603,2019-12-08T01:32:40
0,EC7,C,46,127,2019-12-08T01:32:45
0,Y62M,C,103,234,2019-12-08T01:31:05
0,Q68,C,10,53,2019-12-08T01:28:20
1,Q68,Y,0,155,2019-12-08T01:28:20
2,Q68,H,0,0,2019-12-08T01:28:20
0,Q65,C,28,95,2019-12-08T01:28:03
1,Q65,Y,0,0,2019-12-08T01:28:03
2,Q65,H,0,0,2019-12-08T01:28:03
0,SK89,C,282,486,2019-12-08T01:30:57
0,AR1M,C,130,196,2019-12-08T01:32:22
0,A35,C,50,555,2019-12-08T01:33:26
0,A45,C,39,397,2019-12-08T01:33:37
0,A48,C,9,62,2019-12-08T01:33:16
0,A64,C,13,132,2019-12-08T01:33:15
0,TB19,C,45,100,2019-12-08T01:28:41
0,Y5,C,64,206,2019-12-08T01:33:19
0,Q77M,C,326,607,2019-12-08T01:32:42
0,Q80,C,22,31,2019-12-08T01:32:47
0,Q85,C,130,148,2019-12-08T01:32:18
0,W570,C,187,341,2019-12-08T01:31:30
0,TB17,C,52,366,2019-12-08T01:28:51
0,TBM5,C,294,423,2019-12-08T01:28:51
0,TBM6,C,362,400,2019-12-08T01:28:51
0,TBM7,C,454,529,2019-12-08T01:28:52
0,PM23,C,300,379,2019-12-08T01:32:50
0,PR13,C,51,356,2019-12-08T01:32:50
0,SK95,C,127,573,2019-12-08T01:30:56
0,SK90,C,210,508,2019-12-08T01:31:25
0,EC8,C,127,165,2019-12-08T01:32:20
0,Y6,C,90,357,2019-12-08T01:32:28
0,Y58,C,8,40,2019-12-08T01:31:44
0,A87,C,0,124,2019-12-08T01:33:12
0,A41,C,0,308,2019-12-08T01:33:17
0,A42,C,5,166,2019-12-08T01:33:22
0,HG19,C,68,568,2019-12-08T01:32:12
0,HG20,C,79,605,2019-12-08T01:32:29
0,HG23,C,67,500,2019-12-08T01:32:33
0,W82,C,321,450,2019-12-08T01:30:37
0,W95,C,350,464,2019-12-08T01:30:37
0,SB33,C,218,380,2019-12-08T01:33:21
0,Y41,C,145,472,2019-12-08T01:31:14
0,Y41M,C,259,351,2019-12-08T01:31:14
0,J6,C,38,322,2019-12-08T01:32:31
0,J7,C,369,950,2019-12-08T01:32:49
0,W85,C,366,515,2019-12-08T01:30:07
0,SK85,C,141,351,2019-12-08T01:32:47
0,SI10,C,94,294,2019-12-08T01:32:28
0,SI6,C,20,54,2019-12-08T01:32:15
0,SI7,C,179,364,2019-12-08T01:32:16
0,SI8,C,83,118,2019-12-08T01:32:16
0,SI9,C,24,190,2019-12-08T01:32:42
0,T20,C,113,393,2019-12-08T01:32:40
0,T30,C,117,226,2019-12-08T01:32:41
0,T31,C,66,193,2019-12-08T01:32:41
0,T79,C,111,462,2019-12-08T01:32:41
0,T81,C,131,685,2019-12-08T01:32:40
0,TM15,C,298,299,2019-12-08T01:32:43
0,TM16,C,92,284,2019-12-08T01:32:42
0,TM44,C,138,216,2019-12-08T01:32:41
0,Q17,C,26,40,2019-12-08T01:30:37
1,Q17,Y,0,42,2019-12-08T01:30:37
2,Q17,H,0,0,2019-12-08T01:30:37
0,Q16A,C,11,40,2016-10-19T03:42:55
1,Q16A,Y,0,155,2016-10-19T03:42:55
2,Q16A,H,0,0,2016-10-19T03:42:55
0,Q96,C,39,230,2019-12-08T01:30:17
1,Q96,Y,0,180,2019-12-08T01:30:17
2,Q96,H,0,0,2019-12-08T01:30:17
0,HG74,C,52,316,2019-12-08T01:32:24
0,B41,C,2,26,2019-12-08T01:32:57
0,B43,C,50,217,2019-12-08T01:32:52
0,B46,C,39,66,2019-12-08T01:32:40
0,B49,C,60,183,2019-12-08T01:32:53
0,B72,C,80,412,2019-12-08T01:32:38
0,B73,C,0,50,2019-12-08T01:32:33
0,B74,C,365,365,2019-12-08T01:32:33
0,B7B,C,0,21,2019-12-08T01:32:50
0,B83,C,121,212,2019-12-08T01:32:21
0,B85,C,292,559,2019-12-08T01:32:22
0,B94,C,238,438,2019-12-08T01:32:53
0,B94A,C,31,186,2019-12-08T01:32:53
0,B99M,C,103,508,2019-12-08T01:32:21
0,BB,C,18,21,2016-05-13T18:05:48
0,CC1,C,87,87,2017-06-01T14:27:28
0,CC10,C,112,233,2019-12-08T01:32:44
0,CC11,C,151,417,2019-12-08T01:32:39
0,CC4,C,158,387,2019-12-08T01:32:20
0,CC8,C,11,147,2019-12-08T01:32:52
0,CC9,C,45,123,2019-12-08T01:32:44
0,PL10,C,201,560,2019-12-08T01:31:51
0,PL11,C,243,548,2019-12-08T01:31:51
0,PL28,C,146,363,2019-12-08T01:32:14
0,BR4,C,180,321,2019-12-08T01:33:17
0,Q75M,C,275,509,2019-12-08T01:32:23
0,C18A,C,12,23,2019-12-08T01:32:30
0,C16,C,166,280,2019-12-08T01:32:29
0,C18,C,56,124,2019-12-08T01:32:30
0,AR2M,C,357,696,2019-12-08T01:32:20
0,AR7M,C,159,295,2019-12-08T01:32:19
0,W68,C,164,302,2019-12-08T01:31:45
0,BL15,C,311,443,2019-12-08T00:57:49
0,Q16,C,3,19,2019-12-08T01:32:01
1,Q16,Y,0,21,2019-12-08T01:32:01
2,Q16,H,0,0,2019-12-08T01:32:01
0,T26,C,88,293,2019-12-08T01:32:41
0,T27,C,54,136,2019-12-08T01:32:38
0,T28,C,86,228,2019-12-08T01:32:34
0,T29,C,70,256,2019-12-08T01:32:41
0,TM8,C,125,410,2019-12-08T01:32:22
0,PL47,C,59,314,2019-12-08T01:31:59
0,PL49,C,22,256,2019-12-08T01:32:00
0,J19,C,28,137,2019-12-08T01:32:37
0,J24,C,0,34,2019-12-08T01:32:37
0,J25,C,27,30,2019-12-08T01:32:27
0,J26,C,0,31,2019-12-08T01:32:31
0,J64,C,313,330,2019-12-08T01:32:40
0,B19,C,394,860,2019-12-08T01:32:45
0,B44,C,405,1080,2019-12-08T01:32:35
0,SK27,C,260,487,2019-12-08T01:31:29
0,TE13,C,76,143,2019-12-08T01:28:44
0,SK96,C,181,385,2019-12-08T01:27:12
0,AR2L,C,2,4,2019-12-08T01:32:21
0,A10,C,22,62,2019-12-08T01:33:25
0,A8,C,5,51,2019-12-08T01:33:30
0,B95,C,220,359,2019-12-08T01:32:39
0,B96,C,128,242,2019-12-08T01:32:40
0,AV1,C,277,277,2019-12-08T01:32:25
0,H4,C,74,102,2019-12-08T01:32:21
0,H17,C,98,229,2019-12-08T01:32:22
0,H18,C,325,336,2019-12-08T01:32:22
0,Y16,C,70,198,2019-12-08T01:32:03
0,S102,C,364,680,2019-12-08T01:31:22
0,BKE1,C,0,22,2019-12-08T01:33:14
0,BKE9,C,14,38,2019-12-08T01:33:15
0,Y17,C,89,428,2019-12-08T01:33:16
0,JM16,C,136,534,2019-12-08T00:59:26
0,JM17,C,924,954,2019-12-08T00:59:26
0,SK67,C,325,564,2019-12-08T01:30:16
0,PL36,C,67,382,2019-12-08T01:32:09
0,SK65,C,419,565,2019-12-08T01:31:10
0,SK64,C,222,391,2019-12-08T01:32:25
0,CR1,C,64,122,2019-12-08T01:31:50
0,BBB,C,150,186,2019-12-08T01:32:16
0,BM31,C,574,622,2019-12-08T01:33:06
0,CSM,C,222,260,2019-12-08T01:33:06
0,FRM,C,227,264,2019-12-08T01:31:17
0,GE1B,C,34,64,2019-12-08T01:32:29
0,GE1C,C,78,100,2019-12-08T01:32:20
0,GEM,C,220,231,2019-12-08T01:32:19
0,HG15,C,91,124,2019-12-08T01:28:40
0,HG16,C,36,71,2019-12-08T01:28:56
0,HG25,C,382,419,2019-12-08T01:28:33
0,HG37,C,72,249,2019-12-08T01:28:48
0,HG38,C,373,1279,2019-12-08T01:28:36
0,HG45,C,82,435,2019-12-08T01:28:33
0,HG46,C,48,252,2019-12-08T01:28:48
0,HG88,C,375,699,2019-12-08T01:28:30
0,HG9,C,202,246,2019-12-08T01:28:34
0,HG9T,C,140,145,2019-12-08T01:28:39
0,JCM,C,322,372,2019-12-08T01:32:46
0,JCML,C,1,2,2019-12-08T01:32:47
0,K10,C,13,96,2019-12-08T01:32:36
0,KAM,C,152,330,2019-12-08T01:32:39
0,KAML,C,0,4,2019-12-08T01:32:40
0,KAMS,C,20,20,2018-01-25T05:07:01
0,KM1,C,284,424,2019-12-08T01:32:43
0,LUB,C,0,3,2017-04-01T09:28:33
0,MP14,C,60,60,2019-12-08T01:32:28
0,MP15,C,20,23,2019-12-08T01:32:29
0,MP16,C,18,22,2019-12-08T01:32:30
0,MP19,C,510,511,2019-12-08T01:32:30
0,PR3,C,96,367,2019-12-08T01:28:38
0,PR6,C,244,336,2019-12-08T01:28:37
0,PRM,C,511,576,2019-12-08T01:32:45
0,SIM4,C,399,589,2019-12-08T01:28:39
0,T55,C,3,8,2019-12-08T01:28:54
0,TAM1,C,272,418,2019-12-08T01:28:28
0,KE1,C,233,858,2019-12-08T01:32:45
0,EI3,C,82,259,2019-12-08T01:32:23
0,HR1,C,12,78,2019-12-08T01:32:45
0,HR2,C,69,187,2019-12-08T01:32:46
0,HR3,C,109,227,2019-12-08T01:32:46
0,HR4,C,57,103,2019-12-08T01:32:47
0,HR5,C,31,91,2019-12-08T01:32:44
0,B24,C,33,150,2019-12-08T01:32:44
0,B25,C,16,138,2019-12-08T01:32:23
0,B69,C,126,370,2019-12-08T01:32:23
0,T77,C,20,24,2019-12-08T01:32:39
0,TAM2,C,370,533,2019-12-08T01:32:40
0,BJ25,C,30,264,2019-12-08T01:27:40
0,BJ26,C,70,264,2019-12-08T01:27:56
0,BJ62,C,39,68,2019-12-08T01:27:49
0,TWM2,C,364,674,2019-12-08T01:27:56
0,HG87,C,227,1280,2019-12-08T01:32:13
0,HG90,C,111,784,2019-12-08T01:32:31
0,HG91,C,105,787,2019-12-08T01:32:29
0,SD11,C,27,84,2019-12-08T01:32:46
0,BRM,C,189,467,2019-12-08T01:31:23
0,B23T,C,4,4,2018-12-26T13:34:57
0,W94,C,292,359,2019-12-08T01:30:10
0,JM21,C,352,459,2019-12-08T00:59:46
0,JM24,C,674,786,2019-12-08T00:59:46
0,T43,C,38,224,2019-12-08T01:32:34
0,T44,C,71,229,2019-12-08T01:32:34
0,T45,C,99,339,2019-12-08T01:32:35
0,T46,C,55,297,2019-12-08T01:32:35
0,TM19,C,93,100,2019-12-08T01:32:40
0,TM20,C,64,234,2019-12-08T01:32:41
0,BR9,C,30,50,2019-12-08T01:33:04
0,Q73,C,0,25,2019-12-08T01:25:27
1,Q73,Y,0,1000,2019-12-08T01:25:27
2,Q73,H,0,0,2019-12-08T01:25:27
0,Q70,C,5,25,2019-12-08T01:25:37
1,Q70,Y,123,1000,2019-12-08T01:25:37
2,Q70,H,0,0,2019-12-08T01:25:37
0,Q67,C,63,78,2019-12-08T01:25:30
1,Q67,Y,0,1,2019-12-08T01:25:30
2,Q67,H,0,0,2019-12-08T01:25:30
0,J66,C,28,77,2019-12-08T00:57:54
0,J67,C,59,156,2019-12-08T00:57:55
0,J68M,C,241,276,2019-12-08T00:59:54
0,PP6,C,50,111,2019-12-08T01:33:22
0,SIM6,C,26,251,2019-12-08T01:32:28
0,KJ1,C,85,167,2019-12-08T01:33:05
0,KJ2,C,51,100,2019-12-08T01:33:08
0,B26,C,97,225,2019-12-08T01:28:44
0,B27,C,34,260,2019-12-08T01:28:47
0,GMLM,C,1347,1530,2018-06-08T15:03:35
0,GM2,C,41,65,2019-12-08T01:32:39
0,GM3,C,29,56,2019-12-08T01:32:40
0,GM5,C,79,118,2019-12-08T01:32:40
0,GM2A,C,117,146,2019-12-08T01:32:41
0,GM6B,C,182,232,2019-12-08T01:32:42
0,KJM2,C,326,467,2019-12-08T01:32:12
0,HVM,C,286,587,2019-12-08T01:33:04
0,T1,C,74,401,2019-12-08T01:28:42
0,T3,C,74,263,2019-12-08T01:28:40
0,T7,C,64,106,2019-12-08T01:28:48
0,T8,C,131,211,2019-12-08T01:28:44
0,KJ3,C,213,334,2019-12-08T01:31:09
0,KJM1,C,205,265,2019-12-08T01:31:25
0,KJ4,C,86,180,2019-12-08T01:32:11
0,CVBK,C,170,444,2019-12-08T01:32:17
0,BKRM,C,198,278,2019-12-08T01:29:16
0,U52,C,528,952,2019-12-08T01:31:20
0,CK62,C,665,1200,2019-12-08T01:27:42
0,CK63,C,142,866,2019-12-08T01:27:53
0,CK64,C,1019,1284,2019-12-08T01:27:37
0,P8,C,191,379,2019-12-08T01:32:10
0,P9,C,149,382,2019-12-08T01:32:10
0,PL53,C,383,424,2019-12-08T01:32:01
0,RC2,C,60,189,2019-12-08T01:33:12
0,RC3,C,108,267,2019-12-08T01:33:18
0,SK66,C,269,518,2019-12-08T01:32:54
0,BRM1,C,161,335,2019-12-08T01:33:15
0,Y36,C,70,284,2019-12-08T01:31:57
0,CK11,C,154,398,2019-12-08T01:27:28
0,CK35,C,171,345,2019-12-08T01:27:44
0,K19,C,20,96,2019-12-08T01:32:27
0,SK18,C,377,659,2019-12-08T01:31:59
0,J17,C,35,162,2019-12-08T01:32:42
0,J20,C,95,365,2019-12-08T01:32:41
0,HE9,C,38,89,2019-12-08T01:28:42
0,JM20,C,498,923,2019-12-08T00:59:30
0,PM24,C,184,295,2019-12-08T01:31:56
0,PR14,C,5,82,2019-12-08T01:31:56
0,BRM5,C,218,376,2019-12-08T01:33:18
0,BRM6,C,244,467,2019-12-08T01:33:07
0,H6,C,97,212,2019-12-08T01:28:48
0,P7,C,418,896,2019-12-08T01:31:59
0,CK58,C,1623,2637,2019-12-08T01:27:33
0,W11,C,22,303,2019-12-08T01:31:07
0,W11M,C,35,310,2019-12-08T01:31:07
0,BJ13,C,73,362,2019-12-08T01:31:55
0,C11,C,242,359,2019-12-08T01:32:55
0,C29,C,149,189,2019-12-08T01:33:03
0,C30,C,109,211,2019-12-08T01:33:05
0,C31,C,42,145,2019-12-08T01:33:06
0,C33,C,321,805,2019-12-08T01:32:49
0,C34,C,55,147,2019-12-08T01:33:02
0,C35,C,278,647,2019-12-08T01:33:01
0,C36,C,7,86,2019-12-08T01:32:57
0,C37,C,0,423,2019-12-08T01:32:58
0,C38,C,97,265,2019-12-08T01:33:01
0,CKM2,C,172,301,2019-12-08T01:31:52
0,CTM1,C,187,266,2019-12-08T01:33:02
0,JMB2,C,484,666,2019-12-08T01:32:46
0,JMB3,C,257,577,2019-12-08T01:32:59
0,U11,C,6,30,2019-12-08T01:28:05
1,U11,H,0,30,2019-12-08T01:28:05
0,U7,C,84,291,2019-12-08T01:32:24
0,U8,C,35,121,2019-12-08T01:31:34
0,A49,C,26,200,2019-12-08T01:33:14
0,A76,C,230,634,2019-12-08T01:33:14
0,U50,C,26,37,2019-12-08T01:32:24
0,T57,C,4,22,2019-12-08T01:32:22
0,T78,C,76,266,2019-12-08T01:32:30
0,PM43,C,137,346,2019-12-08T01:31:44
0,PM44,C,158,348,2019-12-08T01:31:46
0,T73,C,76,309,2019-12-08T01:32:31
0,BKE4,C,19,43,2019-12-08T01:33:21
0,W69,C,363,492,2019-12-08T01:31:53
0,PL12,C,329,747,2019-12-08T01:31:57
0,PL13,C,372,375,2016-12-25T12:34:06
0,SK46,C,406,646,2019-12-08T01:31:09
0,SK47,C,430,643,2019-12-08T01:28:47
0,JSA1,C,37,63,2019-12-08T01:32:18
0,TJ39,C,99,663,2019-12-08T01:32:24
0,TM6,C,792,809,2019-12-08T01:32:45
0,TM7,C,163,245,2019-12-08T01:32:46
0,AR7L,C,3,4,2019-12-08T01:32:20
0,CK75,C,637,1494,2019-12-08T01:27:41
0,CK76,C,203,755,2019-12-08T01:27:30
0,W70,C,194,298,2019-12-08T01:30:00
0,W74,C,281,381,2019-12-08T01:30:00
0,CK65,C,0,63,2019-12-08T01:21:21
0,SB1,C,259,434,2019-12-08T01:31:47
0,SB6,C,332,516,2019-12-08T01:31:39
0,WD1B,C,0,1000,2018-10-12T16:48:40
0,BB8M,C,720,1000,2019-03-02T03:59:46
0,JB42,C,218,1000,2018-11-02T03:59:39
0,TBM,C,206,307,2019-12-08T01:28:43
0,B81,C,467,622,2019-12-08T01:32:31
0,B92,C,412,757,2019-12-08T01:32:31
0,Y34,C,455,1138,2019-12-08T01:32:13
0,Y34A,C,139,235,2019-12-08T01:32:26
0,B67,C,26,334,2019-12-08T01:32:49
0,T74,C,63,232,2019-12-08T01:32:32
0,TM10,C,57,291,2019-12-08T01:32:32
0,TM9,C,19,20,2019-12-08T01:32:32
0,SE12,C,150,722,2019-12-08T01:32:25
0,CK70,C,646,952,2019-12-08T01:27:55
0,CK71,C,85,371,2019-12-08T01:27:46
0,CK77,C,389,798,2019-12-08T01:27:29
0,SK34,C,202,496,2019-12-08T01:32:00
0,SK35,C,768,1041,2019-12-08T01:32:00
0,B21,C,124,555,2019-12-08T01:32:59
0,W517,C,794,1158,2019-12-08T01:31:28
0,TM33,C,61,378,2019-12-08T01:32:37
0,TM34,C,80,463,2019-12-08T01:32:37
0,B89,C,66,287,2019-12-08T01:32:44
0,Q94,C,0,19,2019-12-08T01:30:17
1,Q94,Y,0,20,2019-12-08T01:30:17
2,Q94,H,0,0,2019-12-08T01:30:17
0,W20,C,375,781,2019-12-08T01:31:04
0,Y40,C,285,745,2019-12-08T01:31:58
0,A100,C,13,67,2019-12-08T01:33:29
0,A73,C,39,414,2019-12-08T01:33:32
0,A74,C,22,190,2019-12-08T01:33:39
0,Q66,C,70,102,2019-12-08T01:30:17
1,Q66,Y,0,0,2019-12-08T01:30:17
2,Q66,H,0,0,2019-12-08T01:30:17
0,BE232,C,499,500,2017-02-06T10:23:27
0,BE241,C,499,500,2017-02-06T10:23:27
0,TM35,C,170,625,2019-12-08T01:32:28
0,BL22,C,201,358,2019-12-08T01:32:34
0,JM32,C,94,410,2019-12-08T01:32:26
0,PL17,C,302,609,2019-12-08T01:32:12
0,PL20,C,294,617,2019-12-08T01:32:13
0,PL22,C,202,379,2019-12-08T01:32:13
0,PL26,C,196,375,2019-12-08T01:32:13
0,BLM,C,0,556,2019-12-08T01:32:17
0,HG71,C,87,685,2019-12-08T01:32:15
0,TM23,C,71,242,2019-12-08T01:32:32
0,TM24,C,93,344,2019-12-08T01:32:32
0,W108,C,55,76,2019-12-08T01:30:03
0,JM2,C,0,300,2019-12-08T01:32:46
0,JM3,C,373,547,2019-12-08T01:32:47
0,JM4,C,299,435,2019-12-08T01:32:17
0,JM11,C,409,573,2019-12-08T01:32:18
0,JM26,C,378,571,2019-12-08T01:32:18
0,JM27,C,407,537,2019-12-08T01:32:19
0,JSR2,C,415,593,2019-12-08T01:32:19
0,SK55,C,582,914,2019-12-08T01:32:07
0,UBM1,C,699,931,2019-12-08T01:31:29
0,KB18,C,0,35,2019-12-08T01:31:40
0,KB20,C,148,223,2019-12-08T01:31:40
0,W578,C,309,436,2019-12-08T01:31:59
0,W579,C,248,399,2019-12-08T01:31:59
0,Y45M,C,210,567,2019-12-08T01:32:30
0,HG42,C,98,786,2019-12-08T01:32:37
0,KE2,C,83,209,2019-12-08T01:32:41
0,KE4,C,67,133,2019-12-08T01:32:41
0,BJ29,C,520,1318,2019-12-08T01:27:34
0,T72,C,216,640,2019-12-08T01:32:37
0,A4,C,61,391,2019-12-08T01:33:36
0,A24,C,129,230,2019-12-08T01:33:37
0,GEML,C,1,3,2019-12-08T01:32:20
0,W509,C,389,583,2019-12-08T01:31:49
0,W516,C,423,574,2019-12-08T01:31:49
0,HG1B,C,305,659,2019-12-08T01:32:36
0,BJ24,C,0,258,2019-12-08T01:27:35
0,BJ27,C,135,305,2019-12-08T01:27:53
0,B11,C,503,1011,2019-12-08T01:32:40
0,W86,C,336,465,2019-12-08T01:30:58
0,W89,C,369,524,2019-12-08T01:30:58
0,BJ66,C,586,868,2019-12-08T01:27:50
0,BJ67,C,601,1000,2019-12-08T01:27:57
0,TB18,C,8,71,2019-12-08T01:28:41
0,TM48,C,122,224,2019-12-08T01:32:35
0,AR1L,C,0,4,2019-12-08T01:32:22
0,PL56,C,82,670,2019-12-08T01:32:06
0,PL60,C,103,558,2019-12-08T01:32:00
0,B50,C,78,581,2019-12-08T01:32:39
0,W71,C,249,377,2019-12-08T01:30:37
0,PL61,C,145,938,2019-12-08T01:32:10
0,PM21,C,265,428,2019-12-08T01:32:32
0,Y43,C,29,496,2019-12-08T01:32:10
0,B54,C,51,145,2019-12-08T01:32:37
0,B91,C,27,51,2019-12-08T01:32:38
0,B57,C,102,426,2019-12-08T01:32:31
0,TJ35,C,0,365,2019-12-08T00:59:33
0,TJ38,C,49,293,2019-12-08T00:59:33
0,BL17,C,270,697,2019-12-08T00:57:49
0,P13,C,81,150,2019-12-08T01:32:02
0,PL66,C,500,534,2019-12-08T01:32:02
0,HG12,C,38,316,2019-12-08T01:32:26
0,HG13,C,13,102,2019-12-08T01:32:20
0,HG14,C,72,504,2019-12-08T01:32:14
0,DWSV,C,115,520,2019-12-08T01:30:44
1,DWSV,Y,0,155,2019-12-08T01:30:44
2,DWSV,H,0,0,2019-12-08T01:30:44
0,T48,C,61,648,2019-12-08T01:32:29
